"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","RURAL_URBAN","RURAL_URBAN_NAME","RURAL_URBAN_CODE","RURAL_URBAN_TYPE","RURAL_URBAN_TYPECODE","RURAL_URBAN_SORTORDER","CELL","CELL_NAME","CELL_CODE","CELL_TYPE","CELL_TYPECODE","CELL_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",645,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d0d20100",36,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",169,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d1d20100",37,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",271,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d2d20100",38,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",67,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d3d20100",39,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",101,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d4d20100",40,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",29,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d5d20100",41,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",7,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d6d20100",42,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d7d20100",43,2808
"2011","2011","2011","date",0,0,"1249912975","Bradford 002A","E01010691","2011 super output areas - lower layer",298,4,"0","Total","0","2011 rural-urban classification",2000,0,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912975d0d8d20100",44,2808
"2011","2011","2011","date",0,0,"1249912977","Bradford 002B","E01010693","2011 super output areas - lower layer",298,5,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",560,"A","Normal Value","F","Free (free for publication)","Nm-538d1d32176e0d1249912977d0d0d20100",45,2808
