"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C2021_HHSIZE_10","C2021_HHSIZE_10_NAME","C2021_HHSIZE_10_CODE","C2021_HHSIZE_10_TYPE","C2021_HHSIZE_10_TYPECODE","C2021_HHSIZE_10_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"633350154","Bradford 021E","E01010783","2021 super output areas - lower layer",151,99,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",25,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350154d6d20100",996,3140
"2021","2021","2021","date",0,0,"633350154","Bradford 021E","E01010783","2021 super output areas - lower layer",151,99,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350154d7d20100",997,3140
"2021","2021","2021","date",0,0,"633350154","Bradford 021E","E01010783","2021 super output areas - lower layer",151,99,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350154d8d20100",998,3140
"2021","2021","2021","date",0,0,"633350154","Bradford 021E","E01010783","2021 super output areas - lower layer",151,99,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350154d9d20100",999,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"0","Total: All households","0","Household size",1000000,0,"20100","Value",741,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d0d20100",1000,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d1d20100",1001,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",217,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d2d20100",1002,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",313,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d3d20100",1003,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",111,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d4d20100",1004,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",75,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d5d20100",1005,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",24,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d6d20100",1006,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d7d20100",1007,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d8d20100",1008,3140
"2021","2021","2021","date",0,0,"633349962","Bradford 022A","E01010586","2021 super output areas - lower layer",151,100,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349962d9d20100",1009,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"0","Total: All households","0","Household size",1000000,0,"20100","Value",886,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d0d20100",1010,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d1d20100",1011,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",266,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d2d20100",1012,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",311,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d3d20100",1013,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",132,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d4d20100",1014,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",124,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d5d20100",1015,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",43,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d6d20100",1016,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d7d20100",1017,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d8d20100",1018,3140
"2021","2021","2021","date",0,0,"633349963","Bradford 022B","E01010587","2021 super output areas - lower layer",151,101,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349963d9d20100",1019,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"0","Total: All households","0","Household size",1000000,0,"20100","Value",678,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d0d20100",1020,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d1d20100",1021,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",190,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d2d20100",1022,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",252,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d3d20100",1023,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",111,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d4d20100",1024,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",83,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d5d20100",1025,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",25,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d6d20100",1026,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",7,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d7d20100",1027,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d8d20100",1028,3140
"2021","2021","2021","date",0,0,"633349964","Bradford 022C","E01010588","2021 super output areas - lower layer",151,102,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349964d9d20100",1029,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"0","Total: All households","0","Household size",1000000,0,"20100","Value",644,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d0d20100",1030,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d1d20100",1031,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",206,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d2d20100",1032,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",271,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d3d20100",1033,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",82,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d4d20100",1034,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",68,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d5d20100",1035,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",15,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d6d20100",1036,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d7d20100",1037,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d8d20100",1038,3140
"2021","2021","2021","date",0,0,"633349965","Bradford 022D","E01010589","2021 super output areas - lower layer",151,103,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349965d9d20100",1039,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"0","Total: All households","0","Household size",1000000,0,"20100","Value",706,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d0d20100",1040,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d1d20100",1041,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",226,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d2d20100",1042,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",250,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d3d20100",1043,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",118,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d4d20100",1044,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",72,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d5d20100",1045,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",27,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d6d20100",1046,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",7,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d7d20100",1047,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d8d20100",1048,3140
"2021","2021","2021","date",0,0,"633349967","Bradford 022E","E01010591","2021 super output areas - lower layer",151,104,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349967d9d20100",1049,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"0","Total: All households","0","Household size",1000000,0,"20100","Value",776,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d0d20100",1050,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d1d20100",1051,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",232,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d2d20100",1052,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",316,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d3d20100",1053,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",121,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d4d20100",1054,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",71,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d5d20100",1055,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",33,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d6d20100",1056,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d7d20100",1057,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d8d20100",1058,3140
"2021","2021","2021","date",0,0,"633349969","Bradford 022F","E01010593","2021 super output areas - lower layer",151,105,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349969d9d20100",1059,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"0","Total: All households","0","Household size",1000000,0,"20100","Value",637,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d0d20100",1060,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d1d20100",1061,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",169,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d2d20100",1062,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",242,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d3d20100",1063,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",103,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d4d20100",1064,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",86,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d5d20100",1065,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",25,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d6d20100",1066,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",9,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d7d20100",1067,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d8d20100",1068,3140
"2021","2021","2021","date",0,0,"633349972","Bradford 022G","E01010596","2021 super output areas - lower layer",151,106,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",1,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633349972d9d20100",1069,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"0","Total: All households","0","Household size",1000000,0,"20100","Value",845,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d0d20100",1070,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d1d20100",1071,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",341,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d2d20100",1072,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",277,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d3d20100",1073,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",121,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d4d20100",1074,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",83,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d5d20100",1075,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",16,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d6d20100",1076,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d7d20100",1077,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d8d20100",1078,3140
"2021","2021","2021","date",0,0,"633350222","Bradford 023A","E01010854","2021 super output areas - lower layer",151,107,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350222d9d20100",1079,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"0","Total: All households","0","Household size",1000000,0,"20100","Value",734,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d0d20100",1080,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d1d20100",1081,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",213,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d2d20100",1082,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",319,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d3d20100",1083,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",109,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d4d20100",1084,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",62,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d5d20100",1085,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",24,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d6d20100",1086,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d7d20100",1087,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d8d20100",1088,3140
"2021","2021","2021","date",0,0,"633350223","Bradford 023B","E01010855","2021 super output areas - lower layer",151,108,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",2,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350223d9d20100",1089,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"0","Total: All households","0","Household size",1000000,0,"20100","Value",752,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d0d20100",1090,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"1","0 people in household","_0","Household size",1000000,1,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d1d20100",1091,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"2","1 person in household","_1","Household size",1000000,2,"20100","Value",309,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d2d20100",1092,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"3","2 people in household","_2","Household size",1000000,3,"20100","Value",284,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d3d20100",1093,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"4","3 people in household","_3","Household size",1000000,4,"20100","Value",85,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d4d20100",1094,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"5","4 people in household","_4","Household size",1000000,5,"20100","Value",57,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d5d20100",1095,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"6","5 people in household","_5","Household size",1000000,6,"20100","Value",12,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d6d20100",1096,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"7","6 people in household","_6","Household size",1000000,7,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d7d20100",1097,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"8","7 people in household","_7","Household size",1000000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d8d20100",1098,3140
"2021","2021","2021","date",0,0,"633350224","Bradford 023C","E01010856","2021 super output areas - lower layer",151,109,"9","8 or more people in household","_8","Household size",1000000,9,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2037d1d32336e0d633350224d9d20100",1099,3140
