"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C_HHCHUK11","C_HHCHUK11_NAME","C_HHCHUK11_CODE","C_HHCHUK11_TYPE","C_HHCHUK11_TYPECODE","C_HHCHUK11_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"0","All categories: Household composition","0","Household Composition",1000000,0,"20100","Value",180246,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d0d20100",0,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"1","One person","1","Household Composition",1000000,1,"20100","Value",51991,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d1d20100",1,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"2","One person: Pensioner","2","Household Composition",1000000,2,"20100","Value",25856,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d2d20100",2,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"3","One person: Other","3","Household Composition",1000000,3,"20100","Value",26135,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d3d20100",3,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"4","One family and no others","4","Household Composition",1000000,4,"20100","Value",114257,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d4d20100",4,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"5","One family and no others: All pensioner","5","Household Composition",1000000,5,"20100","Value",14590,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d5d20100",5,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"6","One family and no others: Married Couple Households","6","Household Composition",1000000,6,"20100","Value",65785,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d6d20100",6,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"7","One family and no others: Married Couple Households: No children","7","Household Composition",1000000,7,"20100","Value",21400,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d7d20100",7,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"8","One family and no others: Married Couple Households: With one dependent child","8","Household Composition",1000000,8,"20100","Value",11315,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d8d20100",8,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"9","One family and no others: Married Couple Households: With two or more dependent children","9","Household Composition",1000000,9,"20100","Value",22380,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d9d20100",9,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"10","One family and no others: Married Couple Households: All children non-dependent","10","Household Composition",1000000,10,"20100","Value",10690,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d10d20100",10,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"11","One family and no others: Cohabiting Couple Family Households","11","Household Composition",1000000,11,"20100","Value",15178,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d11d20100",11,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"12","One family and no others: Cohabiting Couple Family Households: No children","12","Household Composition",1000000,12,"20100","Value",7691,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d12d20100",12,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"13","One family and no others: Cohabiting Couple Family Households: With one dependent child","13","Household Composition",1000000,13,"20100","Value",3284,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d13d20100",13,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"14","One family and no others: Cohabiting Couple Family Households: Two or more dependent children","14","Household Composition",1000000,14,"20100","Value",3416,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d14d20100",14,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"15","One family and no others: Cohabiting Couple Family Households: All children non-dependent","15","Household Composition",1000000,15,"20100","Value",787,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d15d20100",15,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"16","One family and no others: Lone Parent Households","16","Household Composition",1000000,16,"20100","Value",18704,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d16d20100",16,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"17","One family and no others: Lone Parent Households: With one dependent child","17","Household Composition",1000000,17,"20100","Value",6473,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d17d20100",17,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"18","One family and no others: Lone Parent Households: With two or more dependent children","18","Household Composition",1000000,18,"20100","Value",6778,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d18d20100",18,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"19","One family and no others: Lone Parent Households: All children non-dependent","19","Household Composition",1000000,19,"20100","Value",5453,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d19d20100",19,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"20","Other households","20","Household Composition",1000000,20,"20100","Value",13998,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d20d20100",20,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"21","Other households: With one dependent child","21","Household Composition",1000000,21,"20100","Value",2853,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d21d20100",21,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"22","Other households: With two or more dependent children","22","Household Composition",1000000,22,"20100","Value",4683,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d22d20100",22,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"23","Other households: All student","23","Household Composition",1000000,23,"20100","Value",465,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d23d20100",23,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"24","Other households: All pensioner","24","Household Composition",1000000,24,"20100","Value",676,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d24d20100",24,8034
"2001","2001","2001","date",0,0,"1946157124","Bradford","E08000032","local authorities: district / unitary (prior to April 2015)",464,0,"25","Other households: Other","25","Household Composition",1000000,25,"20100","Value",5321,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1946157124d25d20100",25,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"0","All categories: Household composition","0","Household Composition",1000000,0,"20100","Value",536,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d0d20100",26,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"1","One person","1","Household Composition",1000000,1,"20100","Value",163,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d1d20100",27,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"2","One person: Pensioner","2","Household Composition",1000000,2,"20100","Value",112,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d2d20100",28,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"3","One person: Other","3","Household Composition",1000000,3,"20100","Value",51,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d3d20100",29,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"4","One family and no others","4","Household Composition",1000000,4,"20100","Value",350,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d4d20100",30,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"5","One family and no others: All pensioner","5","Household Composition",1000000,5,"20100","Value",91,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d5d20100",31,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"6","One family and no others: Married Couple Households","6","Household Composition",1000000,6,"20100","Value",206,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d6d20100",32,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"7","One family and no others: Married Couple Households: No children","7","Household Composition",1000000,7,"20100","Value",96,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d7d20100",33,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"8","One family and no others: Married Couple Households: With one dependent child","8","Household Composition",1000000,8,"20100","Value",31,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d8d20100",34,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"9","One family and no others: Married Couple Households: With two or more dependent children","9","Household Composition",1000000,9,"20100","Value",53,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d9d20100",35,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"10","One family and no others: Married Couple Households: All children non-dependent","10","Household Composition",1000000,10,"20100","Value",26,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d10d20100",36,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"11","One family and no others: Cohabiting Couple Family Households","11","Household Composition",1000000,11,"20100","Value",33,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d11d20100",37,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"12","One family and no others: Cohabiting Couple Family Households: No children","12","Household Composition",1000000,12,"20100","Value",21,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d12d20100",38,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"13","One family and no others: Cohabiting Couple Family Households: With one dependent child","13","Household Composition",1000000,13,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d13d20100",39,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"14","One family and no others: Cohabiting Couple Family Households: Two or more dependent children","14","Household Composition",1000000,14,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d14d20100",40,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"15","One family and no others: Cohabiting Couple Family Households: All children non-dependent","15","Household Composition",1000000,15,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d15d20100",41,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"16","One family and no others: Lone Parent Households","16","Household Composition",1000000,16,"20100","Value",20,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d16d20100",42,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"17","One family and no others: Lone Parent Households: With one dependent child","17","Household Composition",1000000,17,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d17d20100",43,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"18","One family and no others: Lone Parent Households: With two or more dependent children","18","Household Composition",1000000,18,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d18d20100",44,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"19","One family and no others: Lone Parent Households: All children non-dependent","19","Household Composition",1000000,19,"20100","Value",10,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d19d20100",45,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"20","Other households","20","Household Composition",1000000,20,"20100","Value",23,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d20d20100",46,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"21","Other households: With one dependent child","21","Household Composition",1000000,21,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d21d20100",47,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"22","Other households: With two or more dependent children","22","Household Composition",1000000,22,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d22d20100",48,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"23","Other households: All student","23","Household Composition",1000000,23,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d23d20100",49,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"24","Other households: All pensioner","24","Household Composition",1000000,24,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d24d20100",50,8034
"2001","2001","2001","date",0,0,"1275079062","Bradford 001A","E01010646","2001 super output areas - lower layer",304,1,"25","Other households: Other","25","Household Composition",1000000,25,"20100","Value",9,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079062d25d20100",51,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"0","All categories: Household composition","0","Household Composition",1000000,0,"20100","Value",507,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d0d20100",52,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"1","One person","1","Household Composition",1000000,1,"20100","Value",188,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d1d20100",53,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"2","One person: Pensioner","2","Household Composition",1000000,2,"20100","Value",130,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d2d20100",54,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"3","One person: Other","3","Household Composition",1000000,3,"20100","Value",58,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d3d20100",55,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"4","One family and no others","4","Household Composition",1000000,4,"20100","Value",303,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d4d20100",56,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"5","One family and no others: All pensioner","5","Household Composition",1000000,5,"20100","Value",57,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d5d20100",57,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"6","One family and no others: Married Couple Households","6","Household Composition",1000000,6,"20100","Value",176,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d6d20100",58,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"7","One family and no others: Married Couple Households: No children","7","Household Composition",1000000,7,"20100","Value",61,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d7d20100",59,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"8","One family and no others: Married Couple Households: With one dependent child","8","Household Composition",1000000,8,"20100","Value",26,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d8d20100",60,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"9","One family and no others: Married Couple Households: With two or more dependent children","9","Household Composition",1000000,9,"20100","Value",64,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d9d20100",61,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"10","One family and no others: Married Couple Households: All children non-dependent","10","Household Composition",1000000,10,"20100","Value",25,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d10d20100",62,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"11","One family and no others: Cohabiting Couple Family Households","11","Household Composition",1000000,11,"20100","Value",40,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d11d20100",63,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"12","One family and no others: Cohabiting Couple Family Households: No children","12","Household Composition",1000000,12,"20100","Value",27,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d12d20100",64,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"13","One family and no others: Cohabiting Couple Family Households: With one dependent child","13","Household Composition",1000000,13,"20100","Value",6,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d13d20100",65,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"14","One family and no others: Cohabiting Couple Family Households: Two or more dependent children","14","Household Composition",1000000,14,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d14d20100",66,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"15","One family and no others: Cohabiting Couple Family Households: All children non-dependent","15","Household Composition",1000000,15,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d15d20100",67,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"16","One family and no others: Lone Parent Households","16","Household Composition",1000000,16,"20100","Value",30,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d16d20100",68,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"17","One family and no others: Lone Parent Households: With one dependent child","17","Household Composition",1000000,17,"20100","Value",8,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d17d20100",69,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"18","One family and no others: Lone Parent Households: With two or more dependent children","18","Household Composition",1000000,18,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d18d20100",70,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"19","One family and no others: Lone Parent Households: All children non-dependent","19","Household Composition",1000000,19,"20100","Value",18,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d19d20100",71,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"20","Other households","20","Household Composition",1000000,20,"20100","Value",16,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d20d20100",72,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"21","Other households: With one dependent child","21","Household Composition",1000000,21,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d21d20100",73,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"22","Other households: With two or more dependent children","22","Household Composition",1000000,22,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d22d20100",74,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"23","Other households: All student","23","Household Composition",1000000,23,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d23d20100",75,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"24","Other households: All pensioner","24","Household Composition",1000000,24,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d24d20100",76,8034
"2001","2001","2001","date",0,0,"1275079063","Bradford 001B","E01010647","2001 super output areas - lower layer",304,2,"25","Other households: Other","25","Household Composition",1000000,25,"20100","Value",10,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079063d25d20100",77,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"0","All categories: Household composition","0","Household Composition",1000000,0,"20100","Value",608,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d0d20100",78,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"1","One person","1","Household Composition",1000000,1,"20100","Value",166,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d1d20100",79,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"2","One person: Pensioner","2","Household Composition",1000000,2,"20100","Value",95,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d2d20100",80,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"3","One person: Other","3","Household Composition",1000000,3,"20100","Value",71,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d3d20100",81,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"4","One family and no others","4","Household Composition",1000000,4,"20100","Value",433,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d4d20100",82,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"5","One family and no others: All pensioner","5","Household Composition",1000000,5,"20100","Value",92,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d5d20100",83,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"6","One family and no others: Married Couple Households","6","Household Composition",1000000,6,"20100","Value",263,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d6d20100",84,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"7","One family and no others: Married Couple Households: No children","7","Household Composition",1000000,7,"20100","Value",111,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d7d20100",85,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"8","One family and no others: Married Couple Households: With one dependent child","8","Household Composition",1000000,8,"20100","Value",37,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d8d20100",86,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"9","One family and no others: Married Couple Households: With two or more dependent children","9","Household Composition",1000000,9,"20100","Value",80,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d9d20100",87,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"10","One family and no others: Married Couple Households: All children non-dependent","10","Household Composition",1000000,10,"20100","Value",35,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d10d20100",88,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"11","One family and no others: Cohabiting Couple Family Households","11","Household Composition",1000000,11,"20100","Value",46,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d11d20100",89,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"12","One family and no others: Cohabiting Couple Family Households: No children","12","Household Composition",1000000,12,"20100","Value",32,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d12d20100",90,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"13","One family and no others: Cohabiting Couple Family Households: With one dependent child","13","Household Composition",1000000,13,"20100","Value",8,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d13d20100",91,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"14","One family and no others: Cohabiting Couple Family Households: Two or more dependent children","14","Household Composition",1000000,14,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d14d20100",92,8034
"2001","2001","2001","date",0,0,"1275079064","Bradford 001C","E01010648","2001 super output areas - lower layer",304,3,"15","One family and no others: Cohabiting Couple Family Households: All children non-dependent","15","Household Composition",1000000,15,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1681d1d32016e0d1275079064d15d20100",93,8034
