"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","CELL","CELL_NAME","CELL_CODE","CELL_TYPE","CELL_TYPECODE","CELL_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2001","2001","2001","date",0,0,"1275079111","Bradford 002D","E01010695","2001 super output areas - lower layer",304,7,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079111d6d20100",69,2781
"2001","2001","2001","date",0,0,"1275079111","Bradford 002D","E01010695","2001 super output areas - lower layer",304,7,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079111d7d20100",70,2781
"2001","2001","2001","date",0,0,"1275079111","Bradford 002D","E01010695","2001 super output areas - lower layer",304,7,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079111d8d20100",71,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",587,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d0d20100",72,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",124,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d1d20100",73,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",241,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d2d20100",74,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",95,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d3d20100",75,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",86,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d4d20100",76,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",37,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d5d20100",77,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",4,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d6d20100",78,2781
